questions,answers
Explain any three reasons for the Primary Sector to be the largest employer in India. ,Primary sector continues to be the largest employer because :  Enough jobs have not been created by the secondary and Tertiary sector.  In the Tertiary sector through the production has risen almost 11 times but employment has grown only 3 times.  Not employed any where else flocks to the primary sector.  1 × 3 = 3
"Classify the economic sectors on the basis of nature of activities. Mention the main feature of each.  Or Explain the three sectors of economic activities with the help of examples.  Or 		Explain the primary, secondary and tertiary sectors by giving examples of each.  		How are the three sector of the economy different from each other ? Explain. ","Classification of economic sectors on the basis of nature of activities are as follows :  Primary sector : When we produce goods by exploiting natural resources, it is an activity of the primary sector, such as agriculture, dairy farming, fishing, forestry.  Secondary sector : In this, natural products are changed into other forms through manufacturing that we associate with industrial activity. The product is not produced by nature but has to be made and therefore, some process of manufacturing is essential. For example, using cotton fibre from the plant we spin, yarn and weave cloth.  Tertiary sector : It helps in the development of the primary and secondary sectors. They provide aid or a support for the production process. Transport, storage, communication, banking, trade are some examples of tertiary activities  1 × 3 = 3"
What constitutes the unorganised sector in urban areas ? Why do workers in this sector need protection ? ,"In the urban areas, unorganised sector comprises workers in small scale industry, casual workers in construction, trade and transport etc. It also  includes street vendors, head load workers, garment markers, rag pickers etc. Workers in this sector need protection from over exploitation, differential treatment because of belonging to SC and ST."
Explain the meaning of tertiary sector. Mention any four economic activities of this sector. ,"Tertiary Sector : These are activities that help in the development of the primary and secondary sectors. These activities, by themselves, do not produce a good but they are an aid or a support for the production process. 		Four economic activities of this sector are — banking, transport, storage, communication etc. 3"
How does service sector in India provide different kinds of services? Explain. 				  Or 		Explain how does the public sector contribute to the economic development of a nation ? ,"Public sector contributes to the economic development of a nation by the following ways :  Public sector provides many essential things at a reasonable cost, which private sector cannot provide.  The public sector can set up heavy industry which require a lot of money.  The purpose of the Public sector is not to earn money, but to benefit the people.  Public sectors are controlled by the government, provides health and educational facilities.  1 × 3 = 3"
Describe the contribution of three sectors in Indian economy. ," All the three sectors–primary, secondary and tertiary of economy are interdependent.  The various production activities in the three sectors produce a very large number of goods and services.  The three sectors have a large number of people working in them to produce thee goods and services."
Classify the sectors of economy on the basis of ownership.  Or 		How are the economic activities classified on the basis of ownership ? Explain with suitable examples.  Or 		Differentiate between public and private sectors.  Or 		Differentiate between the public and private sectors in an economy with examples. ,Public Sector :  The government owns most of the assets and provides all the services.  The purpose of the public sector is not first to earn profits. Government raises money through taxes to meet expenses on the services rendered by it.  Railways or post office is an example of the public sector. Private Sector :  Ownership of assets and delivery of services is in the hands of private individuals or companies.  Activities in the private sector are guided by the motive to earn profit. To get such services we have to pay money to these individuals and companies.  Tata Iron and Steel Company  or Reliance Industries Ltd. are examples of private sector.  3
“All of the service sector is not growing equally well in India.” Justify the statement with three arguments.  Or 		Service sector in India employs two types of people. Explain by giving suitable examples. ," Service sector in India employs many different kinds of people. At one end there are a limited number of services that employ highly skilled and educated workers, such as managers, lawyers, accountants, etc.  At the other end, there are a very large number of workers engaged in services, such as small shopkeepers, repair persons, transport persons. These people barely manage to earn a living and yet perform these services.  There is no alternative opportunity for them. Only a part of this sector is growing in importance.  1 × 3 = 3"
"How would income and employment increase if farmers are provided with loan, irrigation and transportation facilities ? "," Loan provided can be used to construct a well, or to buy better quality of seeds and pesticides.  Irrigation will help to have a second crop after the first one, even in the absence of monsoon.  Transportation facility will facilitate taking their produce to the market to sell."
Explain the interdependence of all the three economic sectors giving examples from transportation system.  Or 		How are all the three sectors of the economy interdependent ? Explain this interdependence with the help of an example. ,"All the three sectors are highly interdependent on each other :  All that is produced in the primary sector is of no use until it undergoes a change into finished product which is not possible without transportation.  Secondary sector is the manufacturing sector. To make these products and to sell them in the market, we need transportation.  For moving from primary to secondary sector and further to the market, requires services of trades at different places and require many other services. For all this we cannot think of working without transportation."
How is tertiary sector different from other sectors? Give examples. ,"Tertiary sector is different from other sectors in the following ways :  Primary sector includes all those activities which result in output of natural products.  Secondary sector includes activities which produce a new product by transforming the shape of a natural product.  Tertiary activities neither produce any natural product nor transform shape of natural products, it only supports the activities in both sectors. Steel produced in a Factory has to move long distance. It can be done by a strong network of tertiary activities."
