questions,answers
Why does bleaching powder smell strongly of chlorine and does not dissolve completely in water ? ,"When exposed to air, bleaching powder gives a smell of chlorine. This is because bleaching powder reacts with carbon dioxide from the atmosphere to produce calcium carbonate and chlorine gas."
What is bleaching powder ? How is it prepared? List two uses of bleaching powder. ,Bleaching powder is calcium oxychloride. It is prepared by the action of chlorine on dry slaked lime. → CaOCl2 + H2O Ca(OH)2 + Cl2  Bleaching power Uses : (i) Used for bleaching cotton and linen in the textile industry and wood pulp in paper industry etc. (ii) It is used for disinfecting the drinking water. ½+½
What is baking powder ? How does it make the cake soft and spongy ? ,Baking Powder is a mixture of sodium hydrogen carbonate and tartaric acid. On heating it liberates CO2 which makes the cake soft and spongy. 1 + 1
How washing soda is prepared from baking soda ? ,Recrystallization of sodium carbonate gives washing Soda. It is a basic salt. Na2CO3 + 10H2O → Na2CO3. 10 H2O.
Give two important uses of washing soda and baking Soda. ,"Uses of Washing Soda : (i) In glass, Soap and paper industry. (ii) Manufacture of Borax. Uses of Baking Soda : (i) An ingredient in antacid. (ii) Used in Soda acids, fire extinguishers. (Gypsum) ()"
Write the chemical formula of baking soda. How is baking soda prepared ? Write the reaction which takes place when it is heated during cooking. ,The chemical formula of baking soda is NaHCO3. ½ It is prepared by using sodium chloride. → NH4Cl + NaCl + H2O + CO2 + NH3  NaHCO3. 1 On heating : 2NaHCO3 Heat → Na2CO3 + H2O + CO2
Name the gas evolved when sodium hydrogen carbonate is made to react with dilute hydrochloric acid. How will you test the gas ? ,"Carbon dioxide (CO2). Pass this gas to lime water, it turns lime water milky."
"A white powder is added while baking breads and cakes to make them soft and fluffy. What is the name of the powder ? What are the main ingredients in it ? What are the functions of each ingredient ?  [Board Term-I Set (15), 2011 Set (C1), 2010]",Baking powder. Baking soda and an edible acid like tartaric acid. ½ Baking soda (NaHCO3) is used to release CO2 gas when heated. Tartaric acid is used to avoid the bitter taste by reacting with the Na2CO3 formed.
"Write the chemical name and formula of gypsum. What happens when gypsum is heated at 373 K. Write chemical equation for the reaction.   ACIDS, BASES AND SALTS",CuSO4 + Fe  (Blue) (Green)
"State the chemical name of Plaster of Paris. Write a chemical equation to show the reaction between Plaster of Paris and water. [Board Term-I Set (28), 2011]","CaSO4. H2O (Calcium sulphate hemihydrate) When plaster of paris reacts with water, gypsum is formed. → CaSO4·2H2O CaSO4· H2O + 1 H2O  Plaster of Paris Gypsum"
"Classify the following salts as acidic, basic or neutral : (i) NaCl (ii) Na2SO4 (iii) CaCl2 (iv) K2CO3 ","(i) Acidic salt – CaCl2 (ii) Basic salt – K2CO3 (iii) Neutral salt – NaCl, Na2SO4"
"Classify the following salts into acidic, basic and neutral— Potassium sulphate, ammonium chloride, sodium carbonate, sodium chloride. ","Neutral Salts : Potassium sulphate, sodium chloride Basic Salts : Sodium carbonate Acidic Salts : Ammonium chloride."
"Explain why, an aqueous solution of sodium sulphate is neutral while an aqueous solution of sodium carbonate is basic in nature. ",Sodium sulphate when dissolves in water forms strong acid and strong base so its aqueous solution is neutral while sodium carbonate when dissolves in water forms an alkaline solution which turns red litmus blue. It shows that its aqueous solution is basic in nature.
"What is the colour of FeSO4.7H2O crystals ? How does this colour change upon heating ? Give balanced chemical equation for the changes. [Board Term-I Set (29), 2011 Set (B1), 2010]","FeSO4.7H2O is green in colour and loses water of crystallisation when it is heated. It is then decomposed to Fe2O3 (brown coloured), SO2 and SO3. FeSO .7H O → FeSO + 7H O 2FeSO4(s) ∆ → Fe2O3(s) + SO2(g) + SO3(g)"
"Crystals of a substance changed their colour on heating in a closed vessel but regained after sometime, when they were allowed to cool down. [Board Term-I Set (33), 2011] (i) Name one such substance. (ii) Explain the phenomenon involved.","(i) CuSO4.5H2O CuSO .5H O → CuSO + 5H O (Blue) (White) (ii) Explanation : On heating, crystal looses water of crystallisation and regain it on cooling."
