questions,answers
State modern periodic law of classification of elements. ,It states “Properties of elements are periodic function of their atomic number.”
Write the number of horizontal rows in the modern periodic table. What are these rows called ? ,There are seven horizontal rows in the modern periodic table. These rows are called periods.½ + ½
Write the number of vertical columns in the modern periodic table. What are these columns called ? ,There are 18 vertical columns in the modern periodic table and these are known as groups.
Write the total number of periods in modern periodic table.  (),The total number of periods in modern periodic table is seven.  1
Write down three Dobereiner’s triad. elements,"Lithium, Sodium, Potassium. that show "
Why was the system of classification of elements into triads not found suitable ? ,It is because all the elements discovered at that time could not be classified into triads.
Write down two drawbacks of Newlands law of Octaves. ,(i) The Law was applicable to elements up to Calcium (Ca) only. (ii) Properties of new discovered elements did not fit into the law of octave.
What was the need for classification of elements ? ,"To make the study of these elements easy, these elements have been divided into few groups in such was that elements in the same group have similar properties."
"Lithium, sodium and potassium form a Dobereiner’s triad. The atomic masses of lithium and potassium are 7 and 39 respectively. Predict the atomic mass of sodium. [Board Term II, (Set A1, 2009) 2012]",Atomic mass of Na =
Which important property did Mendeleev used to classify the elements in his periodic table ? ,His table is based on the chemical properties of elements.
What do you mean by valency ? ,The combining capacity of an element is known as Valency.
Write the formula used to determine the maximum numbers of electrons which a shell in an atom can accommodate. ,"2n2, where n is the number of shell."
"Name the elements and its valency having electronic configuration 2, 8, 3. ",Name of the element is Aluminium (Al). Its Valency is 3.
Write two reasons responsible for late discovery of noble gases. ,(i) They are unreactive. (ii) They have zero valency.
"Why hydrogen should be placed in group I ? [Board Term II, Set (2024), 2012]","Hydrogen should be placed in group I, since it has only one electron in its outermost shell.  1"
Give reason why noble gases are placed in separate group in modern periodic table. ,It is because they resemble with each other but do not resemble with other group elements.
