,questions,answers
0,Q. 1. What is water harvesting ? How can this technique help in the conservation of water ?   (1 mark each) (2 marks each),"Ans. (i) Water harvesting is a technique of capturing rain water when it falls and taking measure to keep the water clean. (ii) Water is stored underground that remains unpolluted, it recharges wells and provides moisture for vegetation over a wide area. "
1,Q. 3. State the main purpose of water harvesting system and also mention the source which fills the pond behind harvesting structures. ,Ans. The main purpose of water harvesting system is to help in recharge of ground water. Rain is the source which fills the pond behind harvesting structures.
2,Q. 4. List and explain any two advantages associated with water harvesting at community level. ,"Ans. Water harvesting at the community level is capturing, collection and storage of rain water and surface run off for filling either small water bodies or recharging ground water. This is carried out through water shed management, check dams, earthen dams, roof top harvesting and filter wells in flood drains. Benefits : (i) It ensures water availability in non-rainy season. (ii) Water becomes available for drinking as well as irrigation."
3,Q. 5. “Management of natural resources requires a long-term perspective.” Comment on the statement. ,Ans. (i) Ground water level increases. (ii) Ground water keeps the layers of soil above it moist and prevents loss of water by evaporation. So that they can last for generations to come since their source is limited. To ensure equal distribution of natural resources to all people. 
4,"Q. 6. (a) What is an elixir of life, a very important natural resources. Your Science teacher wants you to prepare a plan for a formative assessment activity, ‘‘How to save water, the vital natural resource‘‘. Write any two ways that you will suggest to bring awareness in your neighbourhood, on ‘how to save water‘.",Ans. (a) Two ways of creating awareness. Door to door campaigning Nukkad Natak/ any other method. (b) Rain water harvesting with explanation/ preventing over extraction of underground water / any other method.  Detailed Answer : (a) Two ways to bring awareness on “how to save water” are : (i) By organising a demonstration of the practices in the households on how we can minimize the wastage of water. (ii) By organising an awareness week every year with poster competitions on “how to save water. (b) One way by which the underground water table does not go down further is by rainwater harvesting. We can collect rainwater and store it in the form of pits and lakes ensuring that the water seeps through the soil and recharges the aquifers.
5,Q. 7. What is watershed management system ? List two benefits derived by the communities that participate in this system. ,"Ans. Watershed management is the study of the characteristics of a watershed. It helps to manage water quality, water supply, and drainage and rainwater flow. It also ensures sustainable maintenance planning of a watershed. Benefits of a watershed management system : (i) Water quality is strictly maintained. (ii) Distribution of water is equal and sustainable. (iii) Controlling the flow of rain water can help to protect the land in flood conditions. (Any two) 1+½+½"
6,Q. 8. List four advantages of properly managed watershed management. ,Ans. Advantages of watershed management : (i) mitigates drought and floods. (ii) increase the life of the dams and reservoirs downstream. (iii) increases the biomass production and thereby the income of the watershed community. (iv) helps in maintaining ecological balance by scientific conservation of soil and water. (Or any other)  4 × ½ = 2
7,Q. 9. List four advantage of water stored in the ground. ,Ans. (i) Water spreads to recharge wells. (ii) Provides moisture to vegetation over a wide area.½ (iii) Does not provide breeding ground to mosquitoes.½ (iv) Protected from contamination. 
8,Q. 10. List four advantages of conserving water in the form of ground water.  ,Ans. Advantages of ground water : (i) It does not evaporate. (ii) Spreads out to recharge wells. (iii) Provides moisture for vegetation over a large area. (iv) Does not provide breeding ground for mosquitoes.  ½×4 = 2
9,Q. 13. Why is an equitable distribution of resources essential in a Society ? List two forces which are against such distribution. ,"Ans. Equitable distribution of resources is essential in a society because there will be continuous flow of sufficient resources to, every section of the society. Also, the resources will not be exploited at the hands of a few persons. Two forces which are against such distribution are : (i) Limited amount of resources in nature. (ii) Excessive consumption by the rich."
